"name","type","breed","color","sex","size","date_of_birth","impound_number","kennel_number","id","intake_date","outcome_date","days_in_shelter","intake_type","intake_subtype","outcome_type","outcome_subtype","intake_condition","outcome_condition","intake_jurisdiction","outcome_jurisdiction","zip_code","location","intake_total"
"RACE","DOG","BORDER COLLIE","BLACK/WHITE","Male","MED","2014-08-19T00:00:00.000","K16-020381","DS49","A341215","2016-08-19T00:00:00.000","2016-08-20T00:00:00.000","1","STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_PRVS","HEALTHY","HEALTHY","COUNTY","COUNTY","94952","
,  94952
(38.23262, -122.64426)","1"
"BADGER","DOG","CATAHOULA/LABRADOR RETR","BR BRINDLE/WHITE","Male","MED","2019-12-25T00:00:00.000","K20-035856","DS67","A404257","2020-05-27T00:00:00.000","2020-05-29T00:00:00.000","2","STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_CALL","UNKNOWN","PENDING","SANTA ROSA","SANTA ROSA","95403","
,  95403
(38.51311, -122.75502)","1"
"JESSICA AGUIRRE","CAT","DOMESTIC SH","BLACK/WHITE","Spayed","KITTN","2020-04-19T00:00:00.000","K20-036317","WESTFARM","A399241","2020-07-28T00:00:00.000","2020-08-11T00:00:00.000","14","STRAY","PHONE","ADOPTION","WESTFARM","UNKNOWN","PENDING","COUNTY","SANTA ROSA","95401","
,  95401
(38.446019, -122.766748)","1"
"AMANDA","CAT","DOMESTIC MH","TORTIE","Spayed","SMALL","2005-03-07T00:00:00.000","K15-013061","CS04","A026909","2015-03-07T00:00:00.000","2015-03-24T00:00:00.000","17","OWNER SURRENDER","OVER THE COUNTER","ADOPTION","WALKIN","TREATABLE/REHAB","HEALTHY","SANTA ROSA","SANTA ROSA","95401","
,  95401
(38.446019, -122.766748)","1"
,"CAT","DOMESTIC SH","BLACK","Neutered","KITTN","2019-08-22T00:00:00.000","K19-034216","CA03","A393259","2019-10-22T00:00:00.000","2019-10-26T00:00:00.000","4","STRAY","OVER THE COUNTER","TRANSFER","HSSC","HEALTHY","HEALTHY","COUNTY","COUNTY","95407","
,  95407
(38.41483, -122.72707)","1"
,"CAT","DOMESTIC SH","BLACK/WHITE","Unknown","KITTN",,"K16-019629","RECEIVING","A339321","2016-07-06T00:00:00.000","2016-07-06T00:00:00.000","0","STRAY","OVER THE COUNTER","EUTHANIZE","ILL SEVERE","TREATABLE/MANAGEABLE","TREATABLE/MANAGEABLE","SANTA ROSA",,,,"1"
,"CAT","DOMESTIC SH","TORTIE","Female","SMALL",,"K17-024339","SMM","A354874","2017-07-11T00:00:00.000","2017-07-29T00:00:00.000","18","STRAY","FIELD","EUTHANIZE","INJ SEVERE","UNTREATABLE","UNTREATABLE","SANTA ROSA",,,,"1"
"DUKE","DOG","AMERICAN STAFF","RED","Neutered","MED","2008-07-12T00:00:00.000","K16-018981","DS78","A227833","2016-05-25T00:00:00.000","2016-05-25T00:00:00.000","0","STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_WEB","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA","95404","
,  95404
(38.458384, -122.675588)","1"
"JACK","DOG","GERM SHEPHERD","BLACK","Neutered","LARGE","2007-12-24T00:00:00.000","K14-011340","DS69","A218143","2014-10-18T00:00:00.000","2014-10-29T00:00:00.000","11","OWNER SURRENDER","OVER THE COUNTER","EUTHANIZE","ILL SEVERE","UNTREATABLE","UNTREATABLE","COUNTY","COUNTY","95472","
,  95472
(38.40179, -122.82512)","1"
,"DOG","PIT BULL","TAN","Male","LARGE","2012-02-13T00:00:00.000","K14-007698","DI102","A302652","2014-02-13T00:00:00.000","2014-03-12T00:00:00.000","27","STRAY","OVER THE COUNTER","EUTHANIZE","AGGRESSIVE","TREATABLE/REHAB","UNTREATABLE","SANTA ROSA",,,,"1"
"*CHLOE","OTHER","RABBIT SH","BLACK/WHITE","Spayed","SMALL","2020-07-20T00:00:00.000","K22-040499","CA01","A408852","2022-01-13T00:00:00.000","2022-03-19T00:00:00.000","65","STRAY","FIELD","TRANSFER","MARIN HS","HEALTHY","HEALTHY","COUNTY","OUT OF COUNTY","94949","
,  94949
(38.06815, -122.53662)","1"
"ROADY","DOG","PIT BULL/MIX","BROWN","Neutered","MED",,"K22-041426","DS65","A411592","2022-05-22T00:00:00.000","2022-05-25T00:00:00.000","3","CONFISCATE","FLD_EMERGE","RETURN TO OWNER","OVER THE COUNTER_PRVS","UNKNOWN","PENDING","SANTA ROSA",,"95402","
,  95402","0"
,"CAT","DOMESTIC LH","BLACK/WHITE","Unknown","SMALL",,"K21-037979","CI02","A402657","2021-02-26T00:00:00.000","2021-02-26T00:00:00.000","0","STRAY","OVER THE COUNTER","TRANSFER",,"UNKNOWN",,"SANTA ROSA","SANTA ROSA","95403","
,  95403
(38.51311, -122.75502)","1"
"OSO","DOG","SIBERIAN HUSKY","BLACK/WHITE","Male","LARGE",,"K16-020678","DS84","A342058","2016-09-08T00:00:00.000","2016-09-09T00:00:00.000","1","STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_WALKIN","HEALTHY","HEALTHY","COUNTY","OUT OF COUNTY","91302","
,  91302
(34.15233, -118.69328)","1"
"MOONSHINE","DOG","SIBERIAN HUSKY","WHITE","Spayed","LARGE","2021-03-20T00:00:00.000","K22-041600","DA44","A408501","2022-06-11T00:00:00.000","2022-07-09T00:00:00.000","28","STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_PRVS","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA","95401","
,  95401
(38.446019, -122.766748)","0"
"MAVERICK","DOG","PIT BULL","RED/WHITE","Neutered","MED","2014-04-11T00:00:00.000","K16-018059","TRUCK","A334058","2016-03-12T00:00:00.000","2016-03-12T00:00:00.000","0","STRAY","FIELD","RETURN TO OWNER","FLD_PRVS","HEALTHY","HEALTHY","COUNTY","COUNTY","95448","
,  95448
(38.61064, -122.86883)","1"
,"DOG","SHIH TZU","WHITE/GRAY","Female","SMALL",,"K18-029014","DS87","A374553","2018-07-09T00:00:00.000","2018-07-21T00:00:00.000","12","STRAY","FIELD","EUTHANIZE","ILL SEVERE","HEALTHY","UNTREATABLE","SANTA ROSA",,,,"1"
"*LEO","CAT","DOMESTIC LH","ORG TABBY","Neutered","SMALL","2016-04-13T00:00:00.000","K18-027845","CA02","A370839","2018-04-13T00:00:00.000","2018-06-16T00:00:00.000","64","STRAY","FIELD","ADOPTION","FB SCAS","HEALTHY","HEALTHY","SANTA ROSA","COUNTY","95452","
,  95452
(38.42063, -122.55253)","1"
"*PORSCHE","DOG","DACHSHUND","BROWN","Spayed","SMALL","2017-03-03T00:00:00.000","K20-035578","DA02","A396229","2020-03-11T00:00:00.000","2020-03-12T00:00:00.000","1","ADOPTION RETURN","OVER THE COUNTER","ADOPTION","SCAS WEB","UNKNOWN","PENDING","SANTA ROSA","*SEBASTOPOL","95472","
,  95472
(38.40179, -122.82512)","1"
"MAX","DOG","YORKSHIRE TERR","BROWN/BLACK","Neutered","SMALL","2013-08-02T00:00:00.000","K18-028170","DS52","A372268","2018-05-08T00:00:00.000","2018-06-12T00:00:00.000","35","STRAY","FIELD","TRANSFER","DOGWOOD","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA","95403","
,  95403
(38.51311, -122.75502)","1"
,"CAT","DOMESTIC SH","ORG TABBY/WHITE","Female","SMALL","2006-01-26T00:00:00.000","K16-017582","CI01","A332393","2016-01-26T00:00:00.000","2016-02-09T00:00:00.000","14","STRAY","OVER THE COUNTER","EUTHANIZE","ILL SEVERE","UNTREATABLE","UNTREATABLE","SANTA ROSA",,,,"1"
"SOFIA","DOG","SIBERIAN HUSKY","WHITE/BLACK","Female","MED","2016-12-14T00:00:00.000","K18-030904","DS91","A381920","2018-12-14T00:00:00.000","2018-12-14T00:00:00.000","0","STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_CALL","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA","95407","
,  95407
(38.41483, -122.72707)","1"
,"CAT","DOMESTIC SH","BLACK","Unknown","KITTN",,"K22-042323","HSSC","A412976","2022-08-23T00:00:00.000","2022-08-24T00:00:00.000","1","STRAY","PHONE","TRANSFER","HSSC","UNKNOWN","PENDING","SANTA ROSA",,,,"1"
"*WASABI","CAT","DOMESTIC SH","BRN TABBY","Spayed","KITTN","2021-07-22T00:00:00.000","K21-040062","CA02","A407685","2021-11-06T00:00:00.000","2022-01-15T00:00:00.000","70","OWNER SURRENDER","OVER THE COUNTER","ADOPTION","REFERRAL-O","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA","95403","
,  95403
(38.51311, -122.75502)","1"
,"CAT","DOMESTIC SH","BRN TABBY","Male","KITTN",,"K16-020516","CS06","A341717","2016-08-30T00:00:00.000","2016-09-06T00:00:00.000","7","STRAY","COMM CAT","TRANSFER","FORGOTTEN","HEALTHY","TREATABLE/MANAGEABLE","SANTA ROSA","SANTA ROSA","95403","
,  95403
(38.51311, -122.75502)","1"
,"CAT","DOMESTIC MH","GRAY TABBY","Male","SMALL","2012-12-01T00:00:00.000","K14-011904","TX","A314474","2014-12-01T00:00:00.000","2014-12-01T00:00:00.000","0","STRAY","FIELD","EUTHANIZE","INJ SEVERE","TREATABLE/REHAB","UNTREATABLE","SANTA ROSA",,,,"1"
"SWEETPEA","CAT","DOMESTIC SH","BRN TABBY","Female","SMALL","2017-10-22T00:00:00.000","K18-030362","SMM","A378375","2018-10-21T00:00:00.000","2018-11-03T00:00:00.000","13","STRAY","FIELD","EUTHANIZE","ILL SEVERE","UNTREATABLE","UNTREATABLE","COUNTY",,,,"1"
"CADY","DOG","PIT BULL/MIX","TAN/WHITE","Female","MED","2014-10-11T00:00:00.000","K22-042761","DS70","A413600","2022-10-10T00:00:00.000","2022-10-21T00:00:00.000","11","STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_WEB","UNKNOWN","PENDING","SANTA ROSA","OUT OF COUNTY","95678","
,  95678
(38.74897, -121.28403)","1"
"BARNABAS","DOG","MASTIFF","BR BRINDLE","Neutered","LARGE","2018-05-13T00:00:00.000","K19-033199","DS78","A390155","2019-08-03T00:00:00.000","2019-08-09T00:00:00.000","6","STRAY","OVER THE COUNTER","RETURN TO OWNER","OVER THE COUNTER_WEB","UNKNOWN","PENDING","*WINDSOR","COUNTY","94901","
,  94901
(37.97461, -122.53288)","1"
"SAMSON","DOG","CHIHUAHUA SH","BR BRINDLE","Neutered","SMALL","2009-08-02T00:00:00.000","K18-026873","DQ110","A366587","2018-01-02T00:00:00.000","2018-01-24T00:00:00.000","22","STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_LETTER","UNKNOWN","HEALTHY","SANTA ROSA","SANTA ROSA","95409","
,  95409
(38.46417, -122.67071)","1"
,"CAT","DOMESTIC SH","BLUE CREAM/TORTIE","Female","SMALL","2008-11-15T00:00:00.000","K15-016806","SMM","A329698","2015-11-15T00:00:00.000","2015-11-25T00:00:00.000","10","STRAY","OVER THE COUNTER","EUTHANIZE","ILL SEVERE","UNTREATABLE","UNTREATABLE","SANTA ROSA",,,,"1"
"HAZEL","DOG","PIT BULL/MIX","TAN/WHITE","Spayed","MED","2017-02-06T00:00:00.000","K21-039673","DS61","A383312","2021-09-20T00:00:00.000","2021-09-21T00:00:00.000","1","STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_WEB","UNKNOWN","PENDING","SANTA ROSA","SANTA ROSA","95409","
,  95409
(38.46417, -122.67071)","1"
,"CAT","DOMESTIC SH","GRAY/WHITE","Female","SMALL",,"K16-020210","CS06","A340689","2016-08-10T00:00:00.000","2016-08-16T00:00:00.000","6","STRAY","PHONE","TRANSFER","FORGOTTEN","HEALTHY","HEALTHY","COUNTY","SANTA ROSA","95403","
,  95403
(38.51311, -122.75502)","1"
"MOCA","DOG","GERM SHEPHERD","BLACK/TAN","Spayed","LARGE","2015-10-18T00:00:00.000","K17-023497","DS70","A338794","2017-05-13T00:00:00.000","2017-05-16T00:00:00.000","3","STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_WALKIN","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA","95401","
,  95401
(38.446019, -122.766748)","1"
,"DOG","PIT BULL","WHITE","Female","MED","2012-03-03T00:00:00.000","K15-012996","DI097","A317430","2015-03-03T00:00:00.000","2015-03-10T00:00:00.000","7","STRAY","OVER THE COUNTER","EUTHANIZE","BEH SEVERE","UNTREATABLE","UNTREATABLE","SANTA ROSA",,,,"1"
,"OTHER","PEAFOWL","TRICOLOR","Female","MED",,"K18-028372","LS01","A372766","2018-05-23T00:00:00.000","2018-06-02T00:00:00.000","10","STRAY","FIELD","TRANSFER","ISIS","HEALTHY","HEALTHY","SANTA ROSA","COUNTY","95441","
,  95441
(38.70646, -122.90408)","1"
"MAX","DOG","LABRADOR RETR","BLACK","Neutered","LARGE","2014-03-05T00:00:00.000","K15-012979","TRUCK","A311205","2015-03-01T00:00:00.000","2015-03-01T00:00:00.000","0","STRAY","FIELD","RETURN TO OWNER","FLD_MCHIP","HEALTHY","HEALTHY","*WINDSOR","*WINDSOR","95492","
,  95492
(38.54938, -122.81321)","1"
,"OTHER","LOP-MINI","BROWN/WHITE","Unknown","SMALL",,"K15-015897","MISSING","A326859","2015-09-07T00:00:00.000","2015-09-10T00:00:00.000","3","STRAY","BORN_HERE","EUTHANIZE","UNDERAGEWT","UNTREATABLE","UNTREATABLE","COUNTY",,,,"1"
"DRACO","DOG","CHIHUAHUA LH","BROWN","Neutered","SMALL","2013-08-04T00:00:00.000","K15-015011","DA48","A324493","2015-07-19T00:00:00.000","2015-08-15T00:00:00.000","27","STRAY","FIELD","ADOPTION","WALKIN","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA","95404","
,  95404
(38.458384, -122.675588)","1"
,"OTHER","GOAT/BOER","WHITE","Female","MED",,"K20-035333","TRUCK","A396151","2020-02-13T00:00:00.000","2020-02-13T00:00:00.000","0","STRAY","FIELD","RETURN TO OWNER","FLD_IDTAG","UNKNOWN",,"COUNTY","COUNTY","95472","
,  95472
(38.40179, -122.82512)","1"
"ROSIE","DOG","PIT BULL","WHITE/BROWN","Spayed","LARGE","2013-04-24T00:00:00.000","K14-010772","TRUCK","A298585","2014-09-12T00:00:00.000","2014-09-12T00:00:00.000","0","STRAY","FIELD","RETURN TO OWNER","FLD_MCHIP","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA","95403","
,  95403
(38.51311, -122.75502)","1"
,"DOG","CHIHUAHUA SH","WHITE/TAN","Male","SMALL",,"K20-036203","DS50","A398919","2020-07-14T00:00:00.000","2020-07-18T00:00:00.000","4","STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_CALL","UNKNOWN","PENDING","COUNTY","COUNTY","95436","
,  95436
(38.47569, -122.89487)","1"
"CODY","DOG","BORDER COLLIE/CATAHOULA","BRN MERLE/WHITE","Neutered","LARGE","2013-02-26T00:00:00.000","K14-007729","DA19","A290377","2014-02-15T00:00:00.000","2014-03-19T00:00:00.000","32","OWNER SURRENDER","OVER THE COUNTER","ADOPTION","INTERNET","TREATABLE/REHAB","HEALTHY","SANTA ROSA","COUNTY","94922","
,  94922
(38.3468, -122.97293)","1"
"*JEWEL","DOG","BORDER COLLIE/MIX","BLACK/WHITE","Female","SMALL",,"K17-025871","DS64","A362658","2017-10-17T00:00:00.000","2017-12-28T00:00:00.000","72","STRAY","OVER THE COUNTER","TRANSFER","MILO FOUND","UNKNOWN","TREATABLE/REHAB","*WINDSOR",,,,"1"
"OLIVE","DOG","PIT BULL/MIX","BROWN/WHITE","Spayed","MED","2011-01-03T00:00:00.000","K16-019226","DS82","A332828","2016-06-09T00:00:00.000","2016-06-10T00:00:00.000","1","STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_LIC","HEALTHY","HEALTHY","COUNTY","COUNTY","95409","
,  95409
(38.46417, -122.67071)","1"
,"CAT","DOMESTIC SH","WHITE/BLACK","Female","SMALL",,"K16-018030","CA02","A333938","2016-03-09T00:00:00.000","2016-03-17T00:00:00.000","8","STRAY","OVER THE COUNTER","EUTHANIZE","ILL SEVERE","UNTREATABLE","UNTREATABLE","COUNTY",,,,"1"
"MALI","DOG","PIT BULL/MIX","FAWN","Spayed","MED","2014-05-14T00:00:00.000","K15-012314","DA42","A315500","2015-01-05T00:00:00.000","2015-01-17T00:00:00.000","12","STRAY","FIELD","ADOPTION","WALKIN","HEALTHY","HEALTHY","SANTA ROSA","*WINDSOR","95492","
,  95492
(38.54938, -122.81321)","1"
"CHLOE","CAT","DOMESTIC SH","BLUE CREAM/TORTIE","Spayed","SMALL","2011-01-04T00:00:00.000","K17-022110","WESTFARM","A346923","2017-01-04T00:00:00.000","2017-01-16T00:00:00.000","12","OWNER SURRENDER","OVER THE COUNTER","ADOPTION","WESTFARM","UNKNOWN","HEALTHY","COUNTY","*WINDSOR","95492","
,  95492
(38.54938, -122.81321)","1"
"*VIZZINI","DOG","CHIHUAHUA SH","BLACK/WHITE","Neutered","TOY","2010-09-03T00:00:00.000","K14-010372","DS92","A310339","2014-08-19T00:00:00.000","2014-09-23T00:00:00.000","35","STRAY","OVER THE COUNTER","TRANSFER","GREEN DOG","HEALTHY","HEALTHY","SANTA ROSA","*WINDSOR","95492","
,  95492
(38.54938, -122.81321)","1"
"SPRINKY","DOG","CHIHUAHUA SH/DACHSHUND","TAN/WHITE","Male","SMALL",,"K19-032736","DS87","A389028","2019-06-25T00:00:00.000","2019-06-26T00:00:00.000","1","CONFISCATE","FLD_HOSPTL","RETURN TO OWNER","OVER THE COUNTER_CALL","UNKNOWN","PENDING","SANTA ROSA",,"95406","
,  95406","1"
"SOPHIE","DOG","COCKER SPAN","TAN","Spayed","SMALL","2009-09-26T00:00:00.000","K19-031534","DS56","A314070","2019-02-25T00:00:00.000","2019-03-30T00:00:00.000","33","CONFISCATE","FLD_CORONR","ADOPTION","REFERRAL-O","UNKNOWN","PENDING","COUNTY","OUT OF COUNTY","95482","
,  95482
(39.15093, -123.2079)","1"
"JIMMY DEAN","OTHER","PIG","GRAY","Unknown","SMALL",,"K20-037539","LS01","A401791","2020-12-16T00:00:00.000","2020-12-16T00:00:00.000","0","STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_NOTICE","UNKNOWN",,"COUNTY","*COTATI","94931","
,  94931
(38.32345, -122.70821)","1"
"*ALICE","CAT","DOMESTIC MH","GRAY","Spayed","KITTN","2018-03-21T00:00:00.000","K18-028468","LOBBY","A373125","2018-05-30T00:00:00.000","2018-06-07T00:00:00.000","8","STRAY","FIELD","ADOPTION","SCAS WEB","HEALTHY","HEALTHY","COUNTY","*CLOVERDALE","95425","
,  95425
(38.8063, -123.01785)","1"
"PHOEBE","DOG","MALTESE/MIX","WHITE","Spayed","TOY","2011-09-04T00:00:00.000","K18-027104","DA15","A326633","2018-01-28T00:00:00.000","2018-01-31T00:00:00.000","3","STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_NOTICE","HEALTHY","HEALTHY","SANTA ROSA","COUNTY","95404","
,  95404
(38.458384, -122.675588)","1"
"TEDDY","CAT","DOMESTIC SH","ORANGE/WHITE","Neutered","SMALL","1999-07-09T00:00:00.000","K14-010161","TX","A308892","2014-08-07T00:00:00.000","2014-08-14T00:00:00.000","7","OWNER SURRENDER","FIELD","EUTHANIZE","ILL SEVERE","TREATABLE/REHAB","UNTREATABLE","SANTA ROSA",,,,"1"
"*CHRISTIAN","CAT","DOMESTIC SH","ORG TABBY","Neutered","SMALL","2018-08-05T00:00:00.000","K19-033114","CA02","A389774","2019-07-27T00:00:00.000","2019-08-16T00:00:00.000","20","STRAY","OVER THE COUNTER","ADOPTION","SCAS WEB","HEALTHY","HEALTHY","SANTA ROSA","COUNTY","94952","
,  94952
(38.23262, -122.64426)","1"
"*CARLTON","DOG","LABRADOR RETR/MIX","BLACK/WHITE","Neutered","MED","2014-12-15T00:00:00.000","K15-015373","DA39","A325071","2015-08-11T00:00:00.000","2015-09-05T00:00:00.000","25","STRAY","OVER THE COUNTER","ADOPTION","INTERNET","TREATABLE/MANAGEABLE","TREATABLE/MANAGEABLE","SANTA ROSA","*HEALDSBURG","95448","
,  95448
(38.61064, -122.86883)","1"
"CAT","DOG","CATAHOULA/MIX","BRN MERLE/BLACK","Spayed","LARGE","2009-09-13T00:00:00.000","K17-025276","DS78","A360813","2017-09-12T00:00:00.000","2017-09-14T00:00:00.000","2","STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_CALL","HEALTHY","HEALTHY","COUNTY","COUNTY","94951","
,  94951
(38.29715, -122.66645)","1"
"CLARA BELL","DOG","PIT BULL/MIX","BROWN/WHITE","Spayed","MED","2016-07-05T00:00:00.000","K19-034956","DQ107","A395262","2019-12-31T00:00:00.000","2020-01-07T00:00:00.000","7","QUARANTINE","FIELD_RETURN TO OWNER","RETURN TO OWNER","OVER THE COUNTER_PRVS","UNKNOWN","PENDING","*ROHNERT PARK","*ROHNERT PARK","94928","
,  94928
(38.34246, -122.71181)","1"
,"CAT","DOMESTIC MH","WHITE","Neutered","SMALL",,"K17-022590","SMM","A348572","2017-02-21T00:00:00.000","2017-02-27T00:00:00.000","6","STRAY","FIELD","EUTHANIZE","ILL SEVERE","UNTREATABLE","UNTREATABLE","SANTA ROSA",,,,"1"
,"DOG","YORKSHIRE TERR/MIX","BROWN","Female","TOY",,"K22-042972","DS91","A413932","2022-10-27T00:00:00.000","2022-10-27T00:00:00.000","0","CONFISCATE","FLD_EVICT","RETURN TO OWNER","OVER THE COUNTER_NOTICE","UNKNOWN","PENDING","SANTA ROSA","SANTA ROSA","95405","
,  95405
(38.44473, -122.68655)","1"
,"OTHER","RABBIT SH","WHITE/BLACK","Female","SMALL",,"K18-027743","CS06","A370625","2018-04-05T00:00:00.000","2018-04-10T00:00:00.000","5","STRAY","FIELD","EUTHANIZE","CON SEVERE","UNTREATABLE","UNTREATABLE","SANTA ROSA",,,,"1"
,"DOG","GREAT PYRENEES","WHITE","Neutered","LARGE","2016-03-01T00:00:00.000","K17-024662","DQ111","A356371","2017-08-01T00:00:00.000","2017-08-04T00:00:00.000","3","STRAY","FIELD","TRANSFER","SIERRA PAC","UNKNOWN","HEALTHY","COUNTY","OUT OF COUNTY","95746","
,  95746
(38.741, -121.17062)","1"
"TONKA","DOG","BEAGLE/PUG","BLACK/BROWN","Neutered","SMALL",,"K18-028832","DS65","A374329","2018-06-28T00:00:00.000","2018-06-28T00:00:00.000","0","STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_MCHIP","HEALTHY","HEALTHY","COUNTY","COUNTY","95446","
,  95446
(38.50204, -122.99739)","1"
"CHACHA","DOG","CHIHUAHUA SH","BLACK/TAN","Spayed","SMALL","2021-05-15T00:00:00.000","K22-040864","DA05","A410382","2022-03-09T00:00:00.000","2022-03-29T00:00:00.000","20","OWNER SURRENDER","OVER THE COUNTER_OS","ADOPTION","SCAS WEB","HEALTHY","HEALTHY","COUNTY","SANTA ROSA","95403","
,  95403
(38.51311, -122.75502)","1"
"BULA","DOG","ENG BULLDOG","WHITE/BR BRINDLE","Female","MED","2007-05-25T00:00:00.000","K17-023594","DS81","A353191","2017-05-23T00:00:00.000","2017-05-25T00:00:00.000","2","STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_WALKIN","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA","95403","
,  95403
(38.51311, -122.75502)","1"
,"CAT","DOMESTIC SH","BRN TABBY/WHITE","Unknown","KITTN","2019-07-28T00:00:00.000","K19-033498","RECEIVING","A390988","2019-08-28T00:00:00.000","2019-08-28T00:00:00.000","0","STRAY","OVER THE COUNTER","TRANSFER","HSSC","TREATABLE/REHAB","TREATABLE/REHAB","COUNTY","COUNTY","95407","
,  95407
(38.41483, -122.72707)","1"
,"CAT","DOMESTIC SH","AGOUTI","Neutered","SMALL",,"K16-019814","CS06","A339768","2016-07-15T00:00:00.000","2016-07-23T00:00:00.000","8","STRAY","COMM CAT","RETURN TO OWNER","COMMCAT","TREATABLE/MANAGEABLE","TREATABLE/MANAGEABLE","COUNTY","COUNTY","95441","
,  95441
(38.70646, -122.90408)","1"
,"DOG","CHIHUAHUA SH/MIX","BLACK/TAN","Male","SMALL","2020-05-18T00:00:00.000","K21-038546","DS96","A404877","2021-05-18T00:00:00.000","2021-06-10T00:00:00.000","23","OWNER SURRENDER","FIELD_OS","TRANSFER","HSSC","UNKNOWN","TREATABLE/REHAB","SANTA ROSA","COUNTY","95407","
,  95407
(38.41483, -122.72707)","1"
"SHAMUS","DOG","AUST SHEPHERD/MIX","TRICOLOR","Male","MED","2003-12-13T00:00:00.000","K14-012130","DS72","A314703","2014-12-17T00:00:00.000","2014-12-20T00:00:00.000","3","CONFISCATE","FLD_ARREST","RETURN TO OWNER","OVER THE COUNTER_NOTICE","HEALTHY","HEALTHY","SANTA ROSA","OUT OF COUNTY","95162","
,  95162","1"
"*GORDIE","DOG","PIT BULL","FAWN","Neutered","LARGE","2014-10-16T00:00:00.000","K17-023348","DS50","A335617","2017-05-03T00:00:00.000","2017-06-09T00:00:00.000","37","OWNER SURRENDER","OVER THE COUNTER","EUTHANIZE","BEH SEVERE","TREATABLE/MANAGEABLE","TREATABLE/MANAGEABLE","SANTA ROSA","SANTA ROSA","95403","
,  95403
(38.51311, -122.75502)","1"
"MINIE","CAT","DOMESTIC SH","BRN TABBY","Neutered","KITTN","2014-04-08T00:00:00.000","K14-008972","LOBBY","A307122","2014-05-23T00:00:00.000","2014-06-21T00:00:00.000","29","STRAY","OVER THE COUNTER","ADOPTION","REFERRAL","TREATABLE/REHAB","HEALTHY","*WINDSOR","SANTA ROSA","95404","
,  95404
(38.458384, -122.675588)","1"
,"CAT","DOMESTIC SH","CALICO","Unknown","KITTN","2017-09-01T00:00:00.000","K17-025145","RECEIVING","A360535","2017-09-01T00:00:00.000","2017-09-01T00:00:00.000","0","STRAY","OVER THE COUNTER","TRANSFER","HSSC","UNKNOWN","TREATABLE/REHAB","*ROHNERT PARK","COUNTY","95407","
,  95407
(38.41483, -122.72707)","1"
"PEYTON","OTHER","RABBIT SH","WHITE/BROWN","Female","SMALL",,"K17-022238","CS06","A347153","2017-01-14T00:00:00.000","2017-01-20T00:00:00.000","6","OWNER SURRENDER","OVER THE COUNTER","TRANSFER","SAVEABUNNY","TREATABLE/MANAGEABLE","TREATABLE/MANAGEABLE","SANTA ROSA","OUT OF COUNTY","94941","
,  94941
(37.90774, -122.54822)","1"
"BRUTUS","DOG","ENG BULLDOG","TRICOLOR","Neutered","MED","2020-10-28T00:00:00.000","K22-042985","DQ110","A413955","2022-10-28T00:00:00.000","2022-11-22T00:00:00.000","25","QUARANTINE","OVER THE COUNTER","EUTHANIZE","AGGRESSIVE","UNKNOWN","UNTREATABLE","SANTA ROSA",,,,"1"
"RILEY","DOG","GERM SHEPHERD/MIX","BLACK/TAN","Neutered","MED","2009-10-09T00:00:00.000","K15-013917","DS76","A297917","2015-05-09T00:00:00.000","2015-06-08T00:00:00.000","30","OWNER SURRENDER","OVER THE COUNTER","TRANSFER","G SHEP NC","HEALTHY","TREATABLE/MANAGEABLE","SANTA ROSA","OUT OF COUNTY","95015","
,  95015","1"
